"data_file","outer_epoch","inner_epoch","net__depth","net__width","net__activation","net__dropout","net__lr_rate","net__weight_decay","total_epochs","best_epoch","tuned_activation","tuned_dropout","tuned_lr_rate","tuned_weight_decay","classif.acc","classif.precision","classif.recall","classif.f1","classif.tn","classif.fp","classif.fn","classif.tp","guardian.rho_noco2","guardian.rlogit_noco2","guardian.rprob_noco2","guardian.rho_comp","guardian.rlogit_comp","guardian.rprob_comp","guardian.rho_pf","guardian.rlogit_pf","guardian.rprob_pf","id","model","depth","parameters","data_name","model_name","model_category","abbrev_name","abbrev_name_w_depth","name","input_features"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,160,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",141,100,"relu",0,1e-05,1e-04,0.966626818091253,0.955143078112916,0.979575649415031,0.967205090553108,4763,232,103,4940,0.400619568101388,0.377597221893814,0.354107664141643,-0.262261263654002,-0.265679057492389,-0.247869512150081,-0.403508771929825,-0.329829104698173,-0.308656876508736,31,"torch",3,148640,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,144,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.912494912494913,0.895210727969349,0.937224227837946,0.915735841661768,4295,547,313,4673,0.62054732069313,0.655991629008756,0.658499342374247,-0.399587043441333,-0.455411070589019,-0.580075915072079,-0.545923632610939,-0.569868371036487,-0.634767901989209,32,"torch",2,110736,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,112,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",171,130,"relu",0,1e-05,1e-04,0.967623032476589,0.958058252427184,0.97838588141979,0.968115373295399,4779,216,109,4934,0.460505998384585,0.403329806282301,0.399693898277209,-0.354155958398908,-0.293617510631752,-0.287284237946741,-0.481940144478844,-0.35732354040966,-0.352221411542884,33,"torch",3,98672,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,96,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.910968660968661,0.901229748194417,0.925992779783393,0.913443466218221,4336,506,369,4617,0.704181818157595,0.734624364293984,0.687944111422092,-0.508002132747121,-0.537598121722322,-0.593769484403596,-0.653250773993808,-0.65225912281537,-0.65690385199892,34,"torch",2,73824,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,16,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",131,90,"relu",0.2,1e-04,1e-04,0.963339310619645,0.951865455248405,0.976402934761055,0.963978073610024,4746,249,119,4924,0.437790455863373,0.400740885306929,0.382995575264129,-0.284976806175214,-0.270554722088967,-0.254734097653782,-0.434468524251806,-0.344223954764359,-0.327021890883589,35,"torch",2,12304,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,80,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",201,160,"sigmoid",0,1e-04,1e-04,0.964235903566448,0.949347659247889,0.981162006742019,0.964992686494393,4731,264,95,4948,0.560660890409932,0.438766822462398,0.36675275774244,-0.423335110622601,-0.326324445125186,-0.272798866089801,-0.568627450980392,-0.392243848243822,-0.327882617850537,36,"torch",2,61520,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,16,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.905270655270655,0.903161662358322,0.910950661853189,0.907039440838742,4355,487,444,4542,0.62054732069313,0.619394816738411,0.59173045183786,-0.448115702463924,-0.460601123448116,-0.544121712771487,-0.585139318885449,-0.55368803294239,-0.582070906970348,37,"torch",3,12560,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,80,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",861,820,"relu",0.4,1e-04,1e-04,0.914529914529915,0.927422680412371,0.902125952667469,0.914599430662871,4490,352,488,4498,0.105317515325623,0.197278524688655,0.209998071649641,-0.33040789121764,-0.396703005803911,-0.400740454030029,-0.232198142414861,-0.303911804104872,-0.312515904514565,38,"torch",3,67920,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,1,NA,NA,NA,"[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",401,360,NA,NA,1e-04,1e-04,0.962044231918709,0.951044891640867,0.974618282768194,0.962687298011948,4742,253,128,4915,0.54001039720883,0.423537737549478,0.417870232051053,-0.436757931203318,-0.301329363246583,-0.298161991239869,-0.56656346749226,-0.371655143885332,-0.367123166043087,39,"torch",1,768,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @1","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,64,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",261,220,"relu",0,1e-05,0.001,0.967623032476589,0.958770906262155,0.977592702756296,0.968090328915071,4783,212,113,4930,0.408879765381829,0.36516558243881,0.350363103688261,-0.277749133554828,-0.259685657730631,-0.248026573490255,-0.415892672858617,-0.320375118156037,-0.306810494256042,40,"torch",3,53312,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,16,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",421,380,"softmax",0.1,0.001,1e-04,0.898351648351648,0.879497430039977,0.926594464500602,0.902431878113097,4209,633,366,4620,0.39298112521886,0.146995934632785,0.217847206114912,-0.430099282473415,-0.1259134882714,-0.197919633054615,-0.447543485967759,-0.139873722876527,-0.213066290180511,41,"torch",2,12304,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,64,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",191,150,"sigmoid",0,1e-04,1e-04,0.962841203426977,0.949211235090419,0.97838588141979,0.963577775607851,4731,264,109,4934,0.562725939730043,0.44735782839579,0.366605247654918,-0.41300986402205,-0.329971978700426,-0.269816503662899,-0.564499484004128,-0.398524923397591,-0.326284996876103,42,"torch",2,49216,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,56,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",241,200,"relu",0,1e-05,1e-04,0.96682606096832,0.959243369734789,0.975411461431687,0.967259856454626,4786,209,124,4919,0.24987096773334,0.202835365267294,0.207874898432716,-0.150748600368048,-0.130419462799389,-0.13632095324177,-0.279669762641899,-0.170901436097517,-0.176505395802285,43,"torch",3,46200,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,120,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",351,310,"relu",0,1e-05,1e-04,0.968420003984858,0.962426614481409,0.975213166765814,0.968777701172067,4803,192,125,4918,0.284976806175214,0.243706018880255,0.244314369153056,-0.255033591033616,-0.19272713873327,-0.19068759826921,-0.347781217750258,-0.223720838564639,-0.222993164901875,44,"torch",2,92280,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,136,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",341,300,"relu",0,1e-05,1e-04,0.969515839808727,0.963049853372434,0.976799524092802,0.969875959834613,4806,189,117,4926,0.354155958398908,0.332510803761426,0.321470314801179,-0.267423886954277,-0.260163362976648,-0.245264383888537,-0.391124871001032,-0.303818456983699,-0.290536188634379,45,"torch",2,104584,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,104,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",171,130,"relu",0,1e-05,1e-04,0.967822275353656,0.958252427184466,0.978584176085663,0.968311586382812,4780,215,108,4935,0.405782191401664,0.312890737590404,0.306430889206727,-0.315952545976868,-0.235140683551612,-0.220662118711739,-0.442724458204334,-0.280956575424431,-0.270245493150696,46,"torch",3,90792,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,40,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.911070411070411,0.910707151418298,0.914360208584035,0.912530024019215,4395,447,427,4559,0.708311916797815,0.701001072370668,0.674924986850349,-0.516262330027562,-0.526530240875616,-0.595651079356487,-0.65531475748194,-0.629313122641694,-0.651165772909167,49,"torch",2,30760,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,152,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",761,720,"relu",0.4,1e-04,1e-04,0.917684167684168,0.918285599839776,0.919574809466506,0.918929752480208,4434,408,401,4585,0.33247294053775,0.365284946455164,0.385168021468211,-0.543107971188995,-0.562578805771751,-0.579290650632001,-0.461300309597523,-0.474985600792848,-0.49374225241423,50,"torch",3,139992,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,120,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.913105413105413,0.899458623356535,0.933012434817489,0.915928332348887,4322,520,334,4652,0.75167795252013,0.711868120683409,0.655553260936219,-0.595766728851807,-0.532384469539806,-0.588929660669556,-0.719298245614035,-0.637891138822699,-0.637769746736969,52,"torch",2,92280,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,8,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",121,80,"relu",0,1e-04,1e-04,0.958856345885635,0.937949300037836,0.983144953400753,0.960015490366928,4667,328,85,4958,0.319050119957033,0.307000433038339,0.282257113219813,-0.181724340169702,-0.195104715774844,-0.182536980079324,-0.325077399380805,-0.257498032307177,-0.238355357879723,53,"torch",3,6216,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,24,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",121,80,"relu",0.1,1e-04,1e-04,0.964335525004981,0.950394154970198,0.980170533412651,0.965052713783678,4737,258,100,4943,0.320082644617089,0.27445932161805,0.273694328309646,-0.333505465197805,-0.24993849795067,-0.24392382065154,-0.407636738906089,-0.268734652410351,-0.265272128266478,54,"torch",2,18456,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,88,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",201,160,"relu",0,1e-05,1e-04,0.967423789599522,0.958398133748056,0.977592702756296,0.967900265043683,4781,214,113,4930,0.382034124220396,0.290056914128259,0.267672650413572,-0.305627299376317,-0.211241272790743,-0.191265424160977,-0.415892672858617,-0.257014402495532,-0.235305491127075,55,"torch",3,75416,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,56,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.911782661782662,0.906614017769003,0.920978740473325,0.913739926375485,4369,473,394,4592,0.679401226316272,0.705612911983437,0.689494518204507,-0.502839509446846,-0.528973588478182,-0.622662856330208,-0.636738906088751,-0.632932547502681,-0.672444150900561,56,"torch",2,43064,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,8,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",851,810,"relu",0,1e-04,1e-04,0.897130647130647,0.907525117900349,0.887685519454472,0.897495690966237,4391,451,560,4426,0.62261237001324,0.53673362736162,0.462755528458053,-0.683531324956492,-0.570376674821687,-0.483922514924291,-0.690402476780186,-0.567172251126452,-0.48499897995188,57,"torch",3,6216,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,104,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",841,800,"relu",0.4,1e-04,1e-04,0.914733414733415,0.924130879345603,0.906337745687926,0.915147833130822,4471,371,467,4519,0.295302052775766,0.299692788170524,0.317498168571247,-0.449148227123979,-0.467176574147422,-0.479360904275662,-0.401444788441692,-0.392561083761738,-0.407938659692084,58,"torch",3,90792,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,104,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",971,930,"relu",0.1,1e-04,1e-04,0.914529914529915,0.911146370487902,0.921379863618131,0.916234543278819,4394,448,392,4594,0.193082111430308,0.287176449804064,0.274147351286096,-0.366546254319569,-0.417877349110479,-0.418377596128851,-0.308565531475748,-0.360967031942236,-0.354518998457094,59,"torch",2,79976,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,24,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",701,660,"softmax",0.1,0.001,1e-04,0.897741147741148,0.879793932455638,0.924789410348977,0.901730712819008,4212,630,375,4611,-0.0320082644617089,-0.104222544942431,-0.1141400979316,0.277749133554828,0.301387023580681,0.310396056874123,0.108359133126935,0.207401560044392,0.217100791337651,60,"torch",2,18456,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,104,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",421,380,"relu",0.1,1e-05,1e-04,0.96931659693166,0.963579400822401,0.975808050763434,0.969655172413793,4809,186,122,4921,0.289106904815435,0.269056220858283,0.263705974088835,-0.279814182874939,-0.226617780497567,-0.217804037495425,-0.366357069143447,-0.254055605963287,-0.246805832517993,61,"torch",2,79976,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,136,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",171,130,"relu",0,1e-05,0.001,0.967124925283921,0.955890887986071,0.979773944080904,0.967685076380729,4767,228,102,4941,0.505937083427011,0.419380639496418,0.409332975526368,-0.435725406543263,-0.352959355811897,-0.342828830150188,-0.547987616099071,-0.395860213629757,-0.38552180864277,62,"torch",3,123080,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,136,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",551,510,"relu",0.4,1e-04,1e-04,0.915954415954416,0.918006430868167,0.91616526273566,0.917084922706284,4434,408,418,4568,0.484254065565853,0.499608965969977,0.522313272187917,-0.551368168469436,-0.596290808234704,-0.617943901563357,-0.5562435500516,-0.561294656872438,-0.584024027598546,63,"torch",3,123080,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,8,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",231,190,"relu",0,1e-04,1e-04,0.96234309623431,0.948299058235633,0.97838588141979,0.96310755416748,4726,269,109,4934,0.511648857803721,0.507742296601346,0.517704881134744,-0.310605959415149,-0.359945373120319,-0.373022584507387,-0.470984320090725,-0.444885561713367,-0.456683719977519,64,"torch",2,6152,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,72,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",211,170,"sigmoid",0,1e-04,1e-04,0.964235903566448,0.95090489025799,0.979377354749157,0.964931132167627,4740,255,104,4939,0.552400693129491,0.439666767586458,0.372787224929614,-0.400619568101388,-0.324582345053384,-0.273289557742011,-0.552115583075335,-0.391817962716554,-0.331237635036369,65,"torch",2,55368,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,40,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",131,90,"sigmoid",0,1e-04,1e-04,0.963638174935246,0.946203739030904,0.9835415427325,0.964511424404473,4713,282,83,4960,0.552400693129491,0.423484147072499,0.344268842919582,-0.400619568101388,-0.311999288314555,-0.258706270847569,-0.552115583075335,-0.377071825642427,-0.30912432558248,66,"torch",3,32360,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,72,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",901,860,"relu",0.4,1e-04,1e-04,0.912698412698413,0.926799007444169,0.898916967509025,0.912645082467929,4488,354,504,4482,0.443985603823703,0.426679776351853,0.444563713093923,-0.628807517973571,-0.583006233433048,-0.593573272947258,-0.545923632610939,-0.516995293894983,-0.531588074898515,67,"torch",3,60552,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,88,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",641,600,"relu",0.4,1e-04,1e-04,0.913715913715914,0.924845995893224,0.903329322101885,0.913961038961039,4476,366,482,4504,-0.00206504932011025,0.0293853955845849,-0.0141259163547373,-0.313887496656758,-0.265990720397316,-0.213547531553085,-0.147574819401445,-0.150838227709156,-0.101693529369504,68,"torch",3,75416,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,136,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.911579161579162,0.897931567755654,0.93160850381067,0.914460084654001,4314,528,341,4645,0.66701093039561,0.674876995357353,0.644344156525479,-0.473928818965302,-0.48423741165193,-0.562212979560719,-0.622291021671827,-0.594293051524861,-0.618370829909348,69,"torch",2,104584,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,56,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0.2,1e-04,1e-04,0.915649165649166,0.929530894812978,0.902125952667469,0.915623409669211,4501,341,488,4498,0.7454828045598,0.729998466862378,0.620903117437951,-0.588539056231421,-0.589564082939836,-0.582014713209902,-0.715170278637771,-0.676394427736,-0.616414451103635,70,"torch",3,46200,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,24,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",951,910,"relu",0.1,1e-04,1e-04,0.908323158323158,0.923316062176166,0.893501805054152,0.908164305371522,4472,370,531,4455,0.509034657407176,0.462600714352085,0.442661030612782,-0.631905091953736,-0.546167984721909,-0.527185204378846,-0.591331269349845,-0.516679638008714,-0.496735133367578,73,"torch",3,19032,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,40,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",231,190,"sigmoid",0,1e-04,1e-04,0.965331739390317,0.953974086250242,0.978187586753916,0.965929116898375,4757,238,110,4933,0.570986137010484,0.452244108329969,0.364649972457088,-0.435725406543263,-0.339171770347055,-0.273210794641467,-0.581011351909185,-0.405732971251448,-0.327010949131495,74,"torch",2,30760,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,152,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",311,270,"relu",0,1e-05,1e-04,0.968519625423391,0.961891733437561,0.976006345429308,0.968897637795276,4800,195,121,4922,0.319050119957033,0.318738772555065,0.322054747149694,-0.293237003455655,-0.267472694506314,-0.264125030327166,-0.376676986584107,-0.300462482354964,-0.300460381065434,79,"torch",2,116888,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
