"data_file","outer_epoch","inner_epoch","net__depth","net__width","net__activation","net__dropout","net__lr_rate","net__weight_decay","total_epochs","best_epoch","tuned_activation","tuned_dropout","tuned_lr_rate","tuned_weight_decay","classif.acc","classif.precision","classif.recall","classif.f1","classif.tn","classif.fp","classif.fn","classif.tp","guardian.rho_noco2","guardian.rlogit_noco2","guardian.rprob_noco2","guardian.rho_comp","guardian.rlogit_comp","guardian.rprob_comp","guardian.rho_pf","guardian.rlogit_pf","guardian.rprob_pf","id","model","depth","parameters","data_name","model_name","model_category","abbrev_name","abbrev_name_w_depth","name","input_features"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,148,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,990,"relu",0.1,1e-04,1e-04,0.914122914122914,0.90623774029031,0.926594464500602,0.916303054343514,4364,478,366,4620,0.710376966117925,0.712017159640691,0.670465523399545,-0.508002132747121,-0.514869884264026,-0.580158352312722,-0.657378740970072,-0.629031124791586,-0.640966390436201,122,"torch",2,113812,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,100,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",371,330,"relu",0,1e-05,1e-04,0.968619246861925,0.963711259317379,0.974221693436447,0.968937974558722,4810,185,130,4913,0.393391895481002,0.346439841881461,0.336904480724431,-0.354155958398908,-0.282906980683435,-0.269163727015068,-0.453044375644995,-0.322589512689031,-0.310671311284086,123,"torch",2,76900,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,108,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",671,630,"relu",0.4,1e-04,1e-04,0.913207163207163,0.922856558215674,0.904532691536302,0.913602754988352,4465,377,476,4510,0.28807438015538,0.338936595934269,0.363784687152996,-0.406814716061719,-0.491732636722801,-0.512473692328962,-0.374613003095975,-0.425281005940834,-0.448647961998329,124,"torch",3,94716,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,120,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",181,140,"relu",0,1e-05,0.001,0.966128710898585,0.954571815194278,0.979179060083284,0.966718872357087,4760,235,105,4938,0.386164222860617,0.363182312344985,0.350778018356513,-0.318017595296978,-0.267369713302619,-0.256832091714196,-0.42827657378741,-0.323275489278396,-0.311516914756291,125,"torch",3,106680,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,44,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",331,290,"relu",0,1e-05,0.001,0.967722653915123,0.961470760805789,0.974816577434067,0.968097676250492,4798,197,127,4916,0.357253532379073,0.194457998025069,0.179919253479821,-0.326277792577419,-0.142344158763506,-0.127412783436377,-0.417956656346749,-0.172675894148801,-0.157577294425063,126,"torch",3,35772,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,84,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",221,180,"relu",0,1e-05,0.001,0.967224546722455,0.958381952547647,0.977196113424549,0.967697594501718,4781,214,115,4928,0.439855505183483,0.332915638494537,0.320322159472471,-0.356221007719018,-0.248340069665969,-0.238612761866899,-0.473684210526316,-0.29799398733665,-0.286551536716839,127,"torch",3,71652,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,116,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",861,820,"relu",0.4,1e-04,1e-04,0.918091168091168,0.925330620549339,0.912154031287605,0.918695081304919,4475,367,438,4548,0.315952545976868,0.261738558592839,0.256196270658989,-0.496644361486515,-0.421841665724494,-0.407512963632803,-0.430340557275542,-0.34990237262415,-0.339739828205471,128,"torch",3,102660,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,36,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",131,90,"sigmoid",0,1e-04,1e-04,0.963140067742578,0.947348267279341,0.981162006742019,0.963958698616793,4720,275,95,4948,0.557563316429767,0.436514794690938,0.343795186798734,-0.404749666741609,-0.312143377753111,-0.252778338280804,-0.558307533539732,-0.383849424205348,-0.305855951049998,129,"torch",3,28980,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,4,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",221,180,"relu",0,1e-04,0.001,0.961844989041642,0.947732513451191,0.977989292088043,0.962623206792232,4723,272,111,4932,0.58251492813675,0.500995705357105,0.506578075960914,-0.48318733825908,-0.402042061482574,-0.408545376033773,-0.600828586004602,-0.462894074443621,-0.469084392550402,130,"torch",3,3092,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,132,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",151,110,"relu",0,1e-05,1e-04,0.966626818091253,0.956909937888199,0.977592702756296,0.967140755272192,4773,222,113,4930,0.428497733922877,0.399852115569438,0.36972418054049,-0.284976806175214,-0.280916082973992,-0.258333579527835,-0.430340557275542,-0.349053506308715,-0.322030562050602,131,"torch",3,118932,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,108,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0.1,1e-04,1e-04,0.914122914122914,0.910749702499008,0.920978740473325,0.915835660151576,4392,450,394,4592,0.700051719517374,0.700508176599913,0.652019017852053,-0.494579312166404,-0.495028744929593,-0.56045864280121,-0.647058823529412,-0.61298612101003,-0.621424296172194,132,"torch",2,83052,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,12,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,0.001,0.899470899470899,0.895059288537549,0.908343361411953,0.901652398964762,4311,531,457,4529,0.700051719517374,0.637479838486972,0.668186519933786,-0.527620101288168,-0.486897002822905,-0.572780688863926,-0.667698658410733,-0.576409797764522,-0.636029476195091,134,"torch",3,9372,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,148,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",641,600,"relu",0.4,1e-04,1e-04,0.917684167684168,0.91912502508529,0.918572001604493,0.918848430133414,4439,403,406,4580,0.0991223673652919,0.152495209853248,0.140455634174053,-0.346928285778522,-0.395528773240867,-0.392175815880313,-0.219814241486068,-0.280272298653024,-0.27236729012951,135,"torch",3,135716,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,132,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",331,290,"relu",0,1e-05,1e-04,0.968420003984858,0.961884284597342,0.975808050763434,0.968796141352495,4800,195,122,4921,0.322147693937199,0.260439091681234,0.263375188315245,-0.326277792577419,-0.230951400022203,-0.224489685883821,-0.393188854489164,-0.25183341730976,-0.250046952542146,136,"torch",2,101508,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,92,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.912189662189662,0.903187952278506,0.926193341355796,0.914545994652936,4347,495,368,4618,0.710376966117925,0.701000850243602,0.646051652707464,-0.502839509446846,-0.49549109620477,-0.548491633975911,-0.653250773993808,-0.613475505852014,-0.612248092903965,138,"torch",2,70748,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,44,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.912291412291412,0.910756972111554,0.916967509025271,0.913851688986608,4394,448,414,4572,0.656685683795059,0.65707843099652,0.634557610873843,-0.456375899744365,-0.459123302822552,-0.530733718783791,-0.611971104231166,-0.572321654850721,-0.597273726437312,139,"torch",2,33836,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,116,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.912800162800163,0.900329649020749,0.931207380665864,0.915508232278419,4328,514,343,4643,0.669075979715721,0.719139998146836,0.685576462847539,-0.467733671004971,-0.551855957709711,-0.609616143682253,-0.620227038183695,-0.651567601772111,-0.663771376412381,140,"torch",2,89204,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,108,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",161,120,"relu",0,1e-05,1e-04,0.967124925283921,0.957839518165922,0.977592702756296,0.967615309126595,4778,217,113,4930,0.486319114885964,0.428959328043285,0.412218639397342,-0.340733137818191,-0.302308086327157,-0.292390087003664,-0.48813209494324,-0.374943859520964,-0.361270431106415,141,"torch",3,94716,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,28,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.911680911680912,0.909181240063593,0.917569193742479,0.913355959273308,4385,457,411,4575,0.720702212718477,0.713305049112569,0.661713177321798,-0.551368168469436,-0.518205094288806,-0.56439643029237,-0.678018575851393,-0.631395492283657,-0.628421027707869,142,"torch",3,22316,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,68,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",201,160,"sigmoid",0,1e-04,1e-04,0.963239689181112,0.949595998460947,0.978782470751537,0.963968362464603,4733,262,107,4936,0.570986137010484,0.458818052205548,0.37685325107159,-0.435725406543263,-0.337778697897164,-0.279385443609495,-0.581011351909185,-0.408404364100149,-0.336439928471893,143,"torch",2,52292,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,28,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",111,70,"relu",0.3,1e-04,1e-04,0.963837417812313,0.950346420323326,0.979179060083284,0.964547319074128,4737,258,105,4938,0.335570514517915,0.315858323671334,0.308990554724947,-0.233350573172458,-0.223403822831619,-0.215346713578988,-0.364293085655315,-0.276494705543664,-0.268850256076025,144,"torch",2,21532,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,44,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",671,630,"relu",0.3,1e-04,1e-04,0.910561660561661,0.928974305410487,0.89189731247493,0.91005832395375,4502,340,539,4447,0.526587576628113,0.558490493843349,0.563662839239567,-0.54414049584905,-0.602978345203076,-0.616196187079957,-0.599587203302374,-0.595000611406596,-0.604406017277701,146,"torch",3,35772,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,28,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",151,110,"sigmoid",0,1e-04,1e-04,0.963438932058179,0.948408131952436,0.980567122744398,0.964219557375451,4726,269,98,4945,0.559628365749877,0.428242553608355,0.345568903356352,-0.420237536642436,-0.319774665142436,-0.266796753917198,-0.572755417956656,-0.383487286983157,-0.313921299062531,147,"torch",3,22316,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,4,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",511,470,"tanh",0,0.001,1e-04,0.881257631257631,0.879395986489171,0.887685519454472,0.883521309511927,4235,607,560,4426,-0.135260730467221,-0.298895143640945,-0.298991471290142,0.0691791522236933,0.199954873553616,0.199990994221259,0.0897832817337461,0.255802737712863,0.255870727195413,148,"torch",2,3076,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,68,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",591,550,"relu",0.2,1e-04,1e-04,0.914835164835165,0.920364741641337,0.910950661853189,0.915633504687028,4449,393,444,4542,0.278781658214884,0.286593074172172,0.28559333582541,-0.50180698478679,-0.478886366604009,-0.469041728020019,-0.39938080495356,-0.391796310368763,-0.386258802861172,149,"torch",3,56916,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,100,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",191,150,"relu",0,1e-05,0.001,0.967523411038055,0.956454422295336,0.979972238746778,0.968070519098923,4770,225,101,4942,0.365513729659514,0.315614983390029,0.31062695863983,-0.20960250599119,-0.198085992575719,-0.196660982117992,-0.366357069143447,-0.263451267946353,-0.260157900600026,150,"torch",3,86900,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,100,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",801,760,"relu",0.4,1e-04,1e-04,0.915547415547416,0.927396133278486,0.904332129963899,0.915718927701056,4489,353,477,4509,0.246773393753175,0.226606368123014,0.227753023040226,-0.49974193546668,-0.446841560660599,-0.444219893769554,-0.382868937048504,-0.3445833918978,-0.343835642251888,152,"torch",3,86900,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,76,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",191,150,"sigmoid",0,1e-04,1e-04,0.964335525004981,0.950394154970198,0.980170533412651,0.965052713783678,4737,258,100,4943,0.552400693129491,0.429625398402716,0.360514375846737,-0.404749666741609,-0.314688734165678,-0.262568150360725,-0.5562435500516,-0.381603680381354,-0.319452911607213,153,"torch",2,58444,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,76,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",901,860,"relu",0.4,1e-04,1e-04,0.914326414326414,0.930590191188695,0.898114721219414,0.914064094713207,4508,334,508,4478,0.0784718741641894,0.19135011298529,0.199554111540534,-0.258131165013781,-0.381634301139685,-0.388126330548039,-0.192982456140351,-0.293173023601797,-0.300706372850233,154,"torch",3,64220,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,76,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.912698412698413,0.905023547880691,0.92498997192138,0.914897837730609,4358,484,374,4612,0.66701093039561,0.694045293242793,0.684153385533017,-0.494579312166404,-0.512374068855184,-0.607174939886738,-0.628482972136223,-0.618511389880674,-0.661793617060404,155,"torch",2,58444,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,92,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",191,150,"sigmoid",0,1e-04,1e-04,0.962940824865511,0.94767107533065,0.980368828078525,0.963742690058479,4722,273,99,4944,0.560660890409932,0.432543610799347,0.358106476911335,-0.423335110622601,-0.325502465788291,-0.267647303606087,-0.568627450980392,-0.388622687599117,-0.320805684529999,156,"torch",2,70748,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,156,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",161,120,"relu",0,1e-05,0.001,0.966427575214186,0.954247104247104,0.980170533412651,0.96703511689328,4758,237,100,4943,0.433660357223152,0.377284693901294,0.366966719979179,-0.324212743257309,-0.278560109373338,-0.26964321444667,-0.448916408668731,-0.336240778592743,-0.326382549521043,157,"torch",3,144300,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,148,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",191,150,"relu",0.1,1e-05,0.001,0.967025303845388,0.955882352941177,0.979575649415031,0.967583978062873,4767,228,103,4940,0.421270061302491,0.358208937424543,0.35097688240412,-0.327310317237474,-0.279284023811423,-0.27194588045817,-0.455108359133127,-0.326795952576568,-0.319330930472097,158,"torch",3,135716,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,12,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",121,80,"relu",0.2,1e-04,0.001,0.963638174935246,0.949116743471582,0.980170533412651,0.964393717686079,4730,265,100,4943,0.352090909078797,0.291982056232999,0.279699903834033,-0.313887496656758,-0.23216471772458,-0.223277691321268,-0.407636738906089,-0.268680898762889,-0.257827368743044,159,"torch",3,9372,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,148,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",351,310,"relu",0,1e-05,1e-04,0.969416218370193,0.962138953942233,0.977592702756296,0.969804268712501,4801,194,113,4930,0.409912290041884,0.295739493093428,0.299061445058241,-0.347960810438577,-0.239541210538162,-0.23888986965978,-0.448916408668731,-0.274377848092246,-0.275754601833499,160,"torch",2,113812,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,132,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",811,770,"relu",0.4,1e-04,1e-04,0.917887667887668,0.921355111917725,0.916365824308063,0.918853695324284,4452,390,417,4569,0.123902959206615,0.20261871291387,0.214665299947899,-0.304594774716262,-0.38428576749412,-0.395351240079365,-0.236326109391125,-0.300323445567939,-0.312167317296273,161,"torch",3,118932,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,84,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",761,720,"relu",0.4,1e-04,1e-04,0.915750915750916,0.92972302604382,0.902125952667469,0.91571661237785,4502,340,488,4498,0.431595307903042,0.55182984673567,0.570083845172706,-0.407847240721774,-0.546637009073618,-0.571262669548131,-0.479876160990712,-0.562826040215756,-0.584782523778439,162,"torch",3,71652,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,36,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",631,590,"relu",0.3,1e-04,1e-04,0.908933658933659,0.929817188484976,0.88748495788207,0.908158029758851,4508,334,561,4425,0.146618501727828,0.155314081852271,0.127995866410163,-0.443985603823703,-0.361975546350645,-0.320063173626239,-0.283797729618163,-0.264602272085403,-0.229161959400456,163,"torch",3,28980,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,156,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",871,830,"relu",0.4,1e-04,1e-04,0.918396418396418,0.921604191858122,0.917168070597673,0.919380780056293,4453,389,413,4573,0.409912290041884,0.393599892392815,0.417710351397885,-0.605059450792303,-0.565022111059862,-0.582975931565946,-0.533539731682147,-0.490799906203562,-0.512365194397293,164,"torch",3,144300,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,60,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.91035816035816,0.907646474677259,0.916566385880465,0.912084622293184,4377,465,416,4570,0.679401226316272,0.709286659517094,0.666128180668625,-0.503872034106901,-0.533892076349056,-0.606237467863624,-0.649122807017544,-0.637332260379086,-0.652041573901317,167,"torch",2,46140,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
